e1_10	configs/benchmarks/p12/e1_open_k32_load_10.toml	6426b8cbdc5e9a7f8afdab1f988010d5969fd5425b92b24b358ab5856ed38bcf	18	2227879	70809309	951cad2c3d9f39f8
e1_30	configs/benchmarks/p12/e1_open_k32_load_30.toml	18a055170aee148df8a825d942a79b3cd652f1569cc4afad36d66ffc28e66d63	18	6333069	131534072	2dbbd522d2433b86
e1_60	configs/benchmarks/p12/e1_open_k32_load_60.toml	68ee9ca34ec8e4565f2f6e3f8c6a6edd12a9e3656c9d132c16389de198ed2786	18	10373881	256696554	b1ba5a9d872dabbc
e1_90	configs/benchmarks/p12/e1_open_k32_load_90.toml	b721e4eb02f02c525c88c59473acf8c737ed7ff0f8b701b1c9d002084442abfc	18	12951185	379505175	8ae19e3f4c91b029
k48	configs/benchmarks/width_via_load_k48_h16/fattree_k48_h16_load_90_sustained.toml	29d96166cf7399aa812375799a11bd143e421be7fb5273f90d1216c1f8396f18	1002	4245398171	2227821985	c04b51a57fc0d763
frontier	configs/benchmarks/p11/rq9_frontier_closed_k32.toml	8421938da8e97868bb870424d0a45868b0d11b32f6113a0ca681a5c3a0691478	1151	674774349	2274074943	475b25a56369d8f6
e5	configs/benchmarks/p12/e5_wide_k32_q200.toml	efcbc8d717f3074da7ac3813fe71b2a1c39244dfc71f077a3aec24c96e6cdb8d	664	212378014	50572617	56f7b24157e2e852
