schema_version,workload,mode,selected_mode,repetition,config_path,event_count,sim_execution_ns,sim_execution_events_per_second,end_to_end_ns,end_to_end_events_per_second,simulated_end_time_ns,effective_thread_count,binary_sha256
2,fattree-k16-f512,st,st,14,configs/benchmarks/baseline/fattree_k16_f512_st.toml,3751102,1773959625,2114536.287713,1796690375,2087784.323996,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k16-f512,mt,st,14,configs/benchmarks/baseline/fattree_k16_f512_mt.toml,3751085,1955559375,1918164.719494,1984867291,1889841.712344,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k32-f4096,st,mt,14,configs/benchmarks/baseline/fattree_k32_f4096_st.toml,21601562,14487078667,1491091.647704,15685558791,1377162.413391,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k32-f4096,mt,mt,14,configs/benchmarks/baseline/fattree_k32_f4096_mt.toml,21600888,7153412459,3019662.031765,8380493583,2577519.782823,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k4-f8,st,st,15,configs/benchmarks/baseline/fattree_k4_f8_st.toml,54072,20687875,2613704.887525,23768416,2274951.767926,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k4-f8,mt,st,15,configs/benchmarks/baseline/fattree_k4_f8_mt.toml,54069,151921667,355900.518127,154922708,349006.292867,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k8-f64,st,st,15,configs/benchmarks/baseline/fattree_k8_f64_st.toml,467852,196256958,2383874.715922,199970834,2339601.184041,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k8-f64,mt,st,15,configs/benchmarks/baseline/fattree_k8_f64_mt.toml,467849,424715916,1101557.493786,429198209,1090053.476901,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k16-f512,st,st,15,configs/benchmarks/baseline/fattree_k16_f512_st.toml,3751102,1756196209,2135924.209822,1778000167,2109730.960447,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k16-f512,mt,st,15,configs/benchmarks/baseline/fattree_k16_f512_mt.toml,3751085,1934991416,1938553.819404,1962412959,1911465.669240,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k32-f4096,st,mt,15,configs/benchmarks/baseline/fattree_k32_f4096_st.toml,21601562,14505664500,1489181.140237,15687738250,1376971.087594,1500000000000,1,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
2,fattree-k32-f4096,mt,mt,15,configs/benchmarks/baseline/fattree_k32_f4096_mt.toml,21600888,7126130625,3031222.571787,8358789792,2584212.372546,1500000000000,18,sha256:a9717b7028e8aff1e75f05388810b36dac46ee37299b536af84054058e4b0e93
