flow_key_channel	flow_key_idx	flow_id	src	dst	flow_size	channel_id	chunk_id	chunk_count	conn_type	prev	parent	child
0	0	3013	114	115	262144	0	0	1	x		-1	
0	0	3014	89	90	262144	0	0	1	x		-1	
0	0	3015	86	87	262144	0	0	1	x		-1	
0	0	3016	1	2	262144	0	0	1	x		-1	
0	0	3017	40	41	262144	0	0	1	x		-1	
0	0	3018	115	116	262144	0	0	1	x		-1	
0	0	3019	88	89	262144	0	0	1	x		-1	
0	0	3020	87	80	262144	0	0	1	x		-1	
0	0	3021	0	1	262144	0	0	1	x		-1	
0	0	3022	6	7	262144	0	0	1	x		-1	
0	0	3023	46	47	262144	0	0	1	x		-1	
0	0	3024	113	114	262144	0	0	1	x		-1	
0	0	3025	94	95	262144	0	0	1	x		-1	
0	0	3026	112	113	262144	0	0	1	x		-1	
0	0	3027	118	119	262144	0	0	1	x		-1	
0	0	3028	119	112	262144	0	0	1	x		-1	
0	0	3029	121	122	262144	0	0	1	x		-1	
0	0	3030	38	39	262144	0	0	1	x		-1	
0	0	3031	39	32	262144	0	0	1	x		-1	
0	0	3032	120	121	262144	0	0	1	x		-1	
0	0	3033	47	40	262144	0	0	1	x		-1	
0	0	3034	126	127	262144	0	0	1	x		-1	
0	0	3035	127	120	262144	0	0	1	x		-1	
0	0	3036	7	0	262144	0	0	1	x		-1	
0	0	3037	45	46	262144	0	0	1	x		-1	
0	0	3038	44	45	262144	0	0	1	x		-1	
0	0	3039	95	88	262144	0	0	1	x		-1	
0	0	3040	72	73	262144	0	0	1	x		-1	
0	0	3041	78	79	262144	0	0	1	x		-1	
0	0	3042	79	72	262144	0	0	1	x		-1	
0	0	3043	42	43	262144	0	0	1	x		-1	
0	0	3044	43	44	262144	0	0	1	x		-1	
0	0	3045	77	78	262144	0	0	1	x		-1	
0	0	3046	76	77	262144	0	0	1	x		-1	
0	0	3047	41	42	262144	0	0	1	x		-1	
0	0	3048	74	75	262144	0	0	1	x		-1	
0	0	3049	108	109	262144	0	0	1	x		-1	
0	0	3050	106	107	262144	0	0	1	x		-1	
0	0	3051	40	41	262144	0	0	1	x		-1	
0	0	3052	107	108	262144	0	0	1	x		-1	
0	0	3053	105	106	262144	0	0	1	x		-1	
0	0	3054	46	47	262144	0	0	1	x		-1	
0	0	3055	75	76	262144	0	0	1	x		-1	
0	0	3056	73	74	262144	0	0	1	x		-1	
0	0	3057	47	40	262144	0	0	1	x		-1	
0	0	3058	72	73	262144	0	0	1	x		-1	
0	0	3059	104	105	262144	0	0	1	x		-1	
0	0	3060	110	111	262144	0	0	1	x		-1	
0	0	3061	111	104	262144	0	0	1	x		-1	
0	0	3062	78	79	262144	0	0	1	x		-1	
0	0	3063	79	72	262144	0	0	1	x		-1	
0	0	3064	77	78	262144	0	0	1	x		-1	
0	0	3065	76	77	262144	0	0	1	x		-1	
0	0	3066	74	75	262144	0	0	1	x		-1	
0	0	3067	75	76	262144	0	0	1	x		-1	
0	0	3068	73	74	262144	0	0	1	x		-1	
0	0	3069	72	73	262144	0	0	1	x		-1	
0	0	3070	78	79	262144	0	0	1	x		-1	
